sample_id,model,generation,batch,problem_key,analyzed,parsed_ok,total_errors,has_cwe,num_cwe_types,cwe_list,error_count,warning_count,style_count,performance_count,portability_count
llama/gen_1/00002/0122_1000_C._Covered_Points_Count,llama,gen_1,00002,1000 c covered points count,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0233_1473_G._Tiles,llama,gen_1,00002,1473 g tiles,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0182_99_B._Help_Chef_Gerasim,llama,gen_1,00002,99 b help chef gerasim,1,1,3,1,2,398|563,0,0,3,0,0
llama/gen_1/00002/0023_p00839_Organize_Your_Train,llama,gen_1,00002,p00839 organize your train,1,1,2,1,2,398|570,0,0,2,0,0
llama/gen_1/00002/0269_952_C._Ravioli_Sort,llama,gen_1,00002,952 c ravioli sort,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0226_1323_D._Present,llama,gen_1,00002,1323 d present,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0188_p03214_Dwango_Programming_Contest_V_-_Thumbnail,llama,gen_1,00002,p03214 dwango programming contest v thumbnail,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0250_480_B._Long_Jumps,llama,gen_1,00002,480 b long jumps,1,1,2,1,1,398,0,0,2,0,0
llama/gen_1/00002/0170_719_E._Sasha_and_Array,llama,gen_1,00002,719 e sasha and array,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0068_372_A._Counting_Kangaroos_is_Fun,llama,gen_1,00002,372 a counting kangaroos is fun,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0005_940_A._Points_on_the_line,llama,gen_1,00002,940 a points on the line,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0078_609_F._Frogs_and_mosquitoes,llama,gen_1,00002,609 f frogs and mosquitoes,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0112_p01051_Squid_Ink,llama,gen_1,00002,p01051 squid ink,1,1,1,0,0,,0,0,0,0,0
llama/gen_1/00002/0202_p01280_Galaxy_Wide_Web_Service,llama,gen_1,00002,p01280 galaxy wide web service,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0154_317_D._Game_with_Powers,llama,gen_1,00002,317 d game with powers,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0164_554_E._Love_Triangles,llama,gen_1,00002,554 e love triangles,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0189_p03363_AtCoder_Grand_Contest_023_-_Zero-Sum_Ranges,llama,gen_1,00002,p03363 atcoder grand contest 023 zero sum ranges,1,1,3,1,2,398|563,0,0,3,0,0
llama/gen_1/00002/0181_97_B._Superset,llama,gen_1,00002,97 b superset,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0063_253_A._Boys_and_Girls,llama,gen_1,00002,253 a boys and girls,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0162_505_D._Mr._Kitayuta_s_Technology,llama,gen_1,00002,505 d mr kitayuta s technology,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0120_p02216_Array_Game,llama,gen_1,00002,p02216 array game,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0080_658_B._Bear_and_Displayed_Friends,llama,gen_1,00002,658 b bear and displayed friends,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0265_853_D._Michael_and_Charging_Stations,llama,gen_1,00002,853 d michael and charging stations,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0003_896_E._Welcome_home__Chtholly,llama,gen_1,00002,896 e welcome home chtholly,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0104_p03893_CODE_FESTIVAL_2016_Relay__Parallel__-_Trichotomy,llama,gen_1,00002,p03893 code festival 2016 relay parallel trichotomy,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0133_1238_D._AB-string,llama,gen_1,00002,1238 d ab string,1,1,6,1,2,398|563,0,0,6,0,0
llama/gen_1/00002/0041_1144_F._Graph_Without_Long_Directed_Paths,llama,gen_1,00002,1144 f graph without long directed paths,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0072_465_C._No_to_Palindromes_,llama,gen_1,00002,465 c no to palindromes,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0219_1179_E._Alesya_and_Discrete_Math,llama,gen_1,00002,1179 e alesya and discrete math,1,1,6,1,2,398|563,0,0,6,0,0
llama/gen_1/00002/0146_1523_D._Love-Hate,llama,gen_1,00002,1523 d love hate,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0209_p02319_0-1_Knapsack_Problem_II,llama,gen_1,00002,p02319 0 1 knapsack problem ii,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0169_698_D._Limak_and_Shooting_Points,llama,gen_1,00002,698 d limak and shooting points,1,1,3,1,1,398,0,0,3,0,0
llama/gen_1/00002/0055_1433_C._Dominant_Piranha,llama,gen_1,00002,1433 c dominant piranha,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0254_580_B._Kefa_and_Company,llama,gen_1,00002,580 b kefa and company,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0228_1364_C._Ehab_and_Prefix_MEXs,llama,gen_1,00002,1364 c ehab and prefix mexs,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0161_480_D._Parcels,llama,gen_1,00002,480 d parcels,1,1,2,1,1,563,0,0,2,0,0
llama/gen_1/00002/0275_p02933_AtCoder_Beginner_Contest_138_-_Red_or_Not,llama,gen_1,00002,p02933 atcoder beginner contest 138 red or not,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0145_149_D._Coloring_Brackets,llama,gen_1,00002,149 d coloring brackets,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0231_1427_B._Chess_Cheater,llama,gen_1,00002,1427 b chess cheater,1,1,2,1,2,398|563,0,0,2,0,0
llama/gen_1/00002/0220_1198_A._MP3,llama,gen_1,00002,1198 a mp3,1,1,3,1,1,398,0,0,3,0,0
llama/gen_1/00002/0073_489_B._BerSU_Ball,llama,gen_1,00002,489 b bersu ball,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0016_p03794_Mujin_Programming_Challenge_2017_-_Oriented_Tree,llama,gen_1,00002,p03794 mujin programming challenge 2017 oriented tree,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0040_1118_C._Palindromic_Matrix,llama,gen_1,00002,1118 c palindromic matrix,1,1,7,1,2,398|563,0,0,7,0,0
llama/gen_1/00002/0050_1329_D._Dreamoon_Likes_Strings,llama,gen_1,00002,1329 d dreamoon likes strings,1,1,1,1,1,119,0,1,0,0,0
llama/gen_1/00002/0053_1392_B._Omkar_and_Infinity_Clock,llama,gen_1,00002,1392 b omkar and infinity clock,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0099_p03111_AtCoder_Beginner_Contest_119_-_Synthetic_Kadomatsu,llama,gen_1,00002,p03111 atcoder beginner contest 119 synthetic kadomatsu,1,1,2,1,1,398,0,0,2,0,0
llama/gen_1/00002/0067_348_E._Pilgrims,llama,gen_1,00002,348 e pilgrims,1,1,3,1,1,398,0,0,3,0,0
llama/gen_1/00002/0144_1474_B._Different_Divisors,llama,gen_1,00002,1474 b different divisors,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0163_529_C._Rooks_and_Rectangles,llama,gen_1,00002,529 c rooks and rectangles,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0001_848_C._Goodbye_Souvenir,llama,gen_1,00002,848 c goodbye souvenir,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0190_p03521_CODE_FESTIVAL_2017_Exhibition__Parallel__-_Awkward,llama,gen_1,00002,p03521 code festival 2017 exhibition parallel awkward,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0253_554_C._Kyoya_and_Colored_Balls,llama,gen_1,00002,554 c kyoya and colored balls,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0111_p00918_Dragon_s_Cruller,llama,gen_1,00002,p00918 dragon s cruller,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0234_149_B._Martian_Clock,llama,gen_1,00002,149 b martian clock,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0216_1109_F._Sasha_and_Algorithm_of_Silence_s_Sounds,llama,gen_1,00002,1109 f sasha and algorithm of silence s sounds,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0140_1384_F._Rearrange,llama,gen_1,00002,1384 f rearrange,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0017_p03963_AtCoder_Beginner_Contest_046_-_Painting_Balls_with_AtCoDeer,llama,gen_1,00002,p03963 atcoder beginner contest 046 painting balls with atcodeer,1,1,2,1,1,398,0,0,2,0,0
llama/gen_1/00002/0282_p04004_AtCoder_Regular_Contest_061_-_Card_Game_for_Three,llama,gen_1,00002,p04004 atcoder regular contest 061 card game for three,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0022_p00698_Missing_Numbers,llama,gen_1,00002,p00698 missing numbers,1,1,6,1,2,398|563,0,0,6,0,0
llama/gen_1/00002/0086_794_C._Naming_Company,llama,gen_1,00002,794 c naming company,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0224_127_C._Hot_Bath,llama,gen_1,00002,127 c hot bath,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0241_270_B._Multithreading,llama,gen_1,00002,270 b multithreading,1,1,1,1,1,570,0,0,1,0,0
llama/gen_1/00002/0131_1198_C._Matching_vs_Independent_Set,llama,gen_1,00002,1198 c matching vs independent set,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0092_931_E._Game_with_String,llama,gen_1,00002,931 e game with string,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0149_198_D._Cube_Snake,llama,gen_1,00002,198 d cube snake,1,1,3,1,2,398|563,0,0,3,0,0
llama/gen_1/00002/0025_p01103_A_Garden_with_Ponds,llama,gen_1,00002,p01103 a garden with ponds,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0160_459_E._Pashmak_and_Graph,llama,gen_1,00002,459 e pashmak and graph,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0034_p02425_Bit_Flag,llama,gen_1,00002,p02425 bit flag,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0272_p02537_ACL_Beginner_Contest_-_Flat_Subsequence,llama,gen_1,00002,p02537 acl beginner contest flat subsequence,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0029_p01711_Idempotent_Filter,llama,gen_1,00002,p01711 idempotent filter,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0206_p01896_Folding_Paper,llama,gen_1,00002,p01896 folding paper,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0271_999_F._Cards_and_Joy,llama,gen_1,00002,999 f cards and joy,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0142_1427_D._Unshuffling_a_Deck,llama,gen_1,00002,1427 d unshuffling a deck,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0052_136_B._Ternary_Logic,llama,gen_1,00002,136 b ternary logic,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0127_110_B._Lucky_String,llama,gen_1,00002,110 b lucky string,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0187_p03072_AtCoder_Beginner_Contest_124_-_Great_Ocean_View,llama,gen_1,00002,p03072 atcoder beginner contest 124 great ocean view,1,1,2,1,1,563,0,0,2,0,0
llama/gen_1/00002/0225_12_B._Correct_Solution_,llama,gen_1,00002,12 b correct solution,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0274_p02797_Keyence_Programming_Contest_2020_-_Subarray_Sum,llama,gen_1,00002,p02797 keyence programming contest 2020 subarray sum,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0049_1305_B._Kuroni_and_Simple_Strings,llama,gen_1,00002,1305 b kuroni and simple strings,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0119_p02074_N-by-M_grid_calculation,llama,gen_1,00002,p02074 n by m grid calculation,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0012_p03172_Educational_DP_Contest_-_Candies,llama,gen_1,00002,p03172 educational dp contest candies,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0117_p01801_Wall_Making_Game,llama,gen_1,00002,p01801 wall making game,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0266_878_B._Teams_Formation,llama,gen_1,00002,878 b teams formation,1,1,2,1,1,398,0,0,2,0,0
llama/gen_1/00002/0018_p00054_Sum_of_Nth_decimal_places,llama,gen_1,00002,p00054 sum of nth decimal places,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0247_409_A._The_Great_Game,llama,gen_1,00002,409 a the great game,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0097_p02838_AtCoder_Beginner_Contest_147_-_Xor_Sum_4,llama,gen_1,00002,p02838 atcoder beginner contest 147 xor sum 4,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0057_1481_B._New_Colony,llama,gen_1,00002,1481 b new colony,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0128_1139_E._Maximize_Mex,llama,gen_1,00002,1139 e maximize mex,1,1,2,1,1,398,0,0,2,0,0
llama/gen_1/00002/0065_300_A._Array,llama,gen_1,00002,300 a array,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0108_p00451_Common_Sub-String,llama,gen_1,00002,p00451 common sub string,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0089_860_C._Tests_Renumeration,llama,gen_1,00002,860 c tests renumeration,1,1,4,1,2,398|563,0,0,4,0,0
llama/gen_1/00002/0100_p03258_AtCoder_Grand_Contest_027_-_ABBreviate,llama,gen_1,00002,p03258 atcoder grand contest 027 abbreviate,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0039_1097_B._Petr_and_a_Combination_Lock,llama,gen_1,00002,1097 b petr and a combination lock,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0044_1203_A._Circle_of_Students,llama,gen_1,00002,1203 a circle of students,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0066_325_D._Reclamation,llama,gen_1,00002,325 d reclamation,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0159_436_D._Pudding_Monsters,llama,gen_1,00002,436 d pudding monsters,1,1,1,1,1,563,0,0,1,0,0
llama/gen_1/00002/0129_1157_E._Minimum_Array,llama,gen_1,00002,1157 e minimum array,1,1,1,1,1,563,0,0,1,0,0
llama/gen_1/00002/0158_409_C._Magnum_Opus,llama,gen_1,00002,409 c magnum opus,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0079_630_E._A_rectangle,llama,gen_1,00002,630 e a rectangle,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0109_p00642_Ben_Toh,llama,gen_1,00002,p00642 ben toh,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0264_833_A._The_Meaningless_Game,llama,gen_1,00002,833 a the meaningless game,1,1,1,1,1,758,1,0,0,0,0
llama/gen_1/00002/0168_673_C._Bear_and_Colors,llama,gen_1,00002,673 c bear and colors,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0179_924_C._Riverside_Curio,llama,gen_1,00002,924 c riverside curio,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0193_p04006_AtCoder_Grand_Contest_004_-_Colorful_Slimes,llama,gen_1,00002,p04006 atcoder grand contest 004 colorful slimes,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0205_p01756_Longest_Match,llama,gen_1,00002,p01756 longest match,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0263_808_E._Selling_Souvenirs,llama,gen_1,00002,808 e selling souvenirs,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0186_p02935_AtCoder_Beginner_Contest_138_-_Alchemist,llama,gen_1,00002,p02935 atcoder beginner contest 138 alchemist,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0004_918_A._Eleven,llama,gen_1,00002,918 a eleven,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0139_1364_E._X-OR,llama,gen_1,00002,1364 e x or,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0199_p00878_Origami_Through-Hole,llama,gen_1,00002,p00878 origami through hole,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0185_p02799_Keyence_Programming_Contest_2020_-_Bichromization,llama,gen_1,00002,p02799 keyence programming contest 2020 bichromization,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0125_1068_F._Knights,llama,gen_1,00002,1068 f knights,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0155_341_D._Iahub_and_Xors,llama,gen_1,00002,341 d iahub and xors,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0270_979_E._Kuro_and_Topological_Parity,llama,gen_1,00002,979 e kuro and topological parity,1,1,1,1,1,571,0,0,1,0,0
llama/gen_1/00002/0175_833_C._Ever-Hungry_Krakozyabra,llama,gen_1,00002,833 c ever hungry krakozyabra,1,1,1,1,1,398,0,0,0,1,0
llama/gen_1/00002/0081_680_D._Bear_and_Tower_of_Cubes,llama,gen_1,00002,680 d bear and tower of cubes,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0033_p02278_Minimum_Cost_Sort,llama,gen_1,00002,p02278 minimum cost sort,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0143_1450_D._Rating_Compression,llama,gen_1,00002,1450 d rating compression,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0135_127_E._E-reader_Display,llama,gen_1,00002,127 e e reader display,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0013_p03318_AtCoder_Beginner_Contest_101_-_Snuke_Numbers,llama,gen_1,00002,p03318 atcoder beginner contest 101 snuke numbers,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0047_1264_D2._Beautiful_Bracket_Sequence__hard_version_,llama,gen_1,00002,1264 d2 beautiful bracket sequence hard version,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0223_1256_C._Platforms_Jumping,llama,gen_1,00002,1256 c platforms jumping,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0132_1215_B._The_Number_of_Products,llama,gen_1,00002,1215 b the number of products,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0008_p02630_AtCoder_Beginner_Contest_171_-_Replacing,llama,gen_1,00002,p02630 atcoder beginner contest 171 replacing,1,1,2,1,1,398,0,0,2,0,0
llama/gen_1/00002/0084_747_C._Servers,llama,gen_1,00002,747 c servers,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0195_p00224_Bicycle_Diet,llama,gen_1,00002,p00224 bicycle diet,1,1,2,1,1,563,0,0,2,0,0
llama/gen_1/00002/0077_587_D._Duff_in_Mafia,llama,gen_1,00002,587 d duff in mafia,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0038_1076_B._Divisor_Subtraction,llama,gen_1,00002,1076 b divisor subtraction,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0258_698_B._Fix_a_Tree,llama,gen_1,00002,698 b fix a tree,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0279_p03519_CODE_FESTIVAL_2017_Elimination_Tournament_Round_1__Parallel__-_Paired_Parentheses,llama,gen_1,00002,p03519 code festival 2017 elimination tournament round 1 parallel paired parentheses,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0106_p00131_Doctor_s_Strange_Particles,llama,gen_1,00002,p00131 doctor s strange particles,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0011_p03031_AtCoder_Beginner_Contest_128_-_Switches,llama,gen_1,00002,p03031 atcoder beginner contest 128 switches,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0221_1214_H._Tiles_Placement,llama,gen_1,00002,1214 h tiles placement,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0088_840_B._Leha_and_another_game_about_graph,llama,gen_1,00002,840 b leha and another game about graph,1,1,3,1,1,398,0,0,3,0,0
llama/gen_1/00002/0107_p00264_East_Wind,llama,gen_1,00002,p00264 east wind,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0054_1416_D._Graph_and_Queries,llama,gen_1,00002,1416 d graph and queries,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0102_p03574_AtCoder_Beginner_Contest_075_-_Minesweeper,llama,gen_1,00002,p03574 atcoder beginner contest 075 minesweeper,1,1,2,1,1,398,0,0,2,0,0
llama/gen_1/00002/0243_317_B._Ants,llama,gen_1,00002,317 b ants,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0051_1349_D._Slime_and_Biscuits,llama,gen_1,00002,1349 d slime and biscuits,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0064_278_B._New_Problem,llama,gen_1,00002,278 b new problem,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0069_393_C._Blocked_Points,llama,gen_1,00002,393 c blocked points,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0124_1045_F._Shady_Lady,llama,gen_1,00002,1045 f shady lady,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0000_825_E._Minimal_Labels,llama,gen_1,00002,825 e minimal labels,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0087_815_B._Karen_and_Test,llama,gen_1,00002,815 b karen and test,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0278_p03361_AtCoder_Beginner_Contest_096_-_Grid_Repainting_2,llama,gen_1,00002,p03361 atcoder beginner contest 096 grid repainting 2,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0026_p01240_Oil_Company,llama,gen_1,00002,p01240 oil company,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0257_673_A._Bear_and_Game,llama,gen_1,00002,673 a bear and game,1,1,2,1,1,563,0,0,2,0,0
llama/gen_1/00002/0276_p03069_Tenka1_Programmer_Beginner_Contest_2019_-_Stones,llama,gen_1,00002,p03069 tenka1 programmer beginner contest 2019 stones,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0138_1342_E._Placing_Rooks,llama,gen_1,00002,1342 e placing rooks,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0015_p03637_AtCoder_Beginner_Contest_069_-_4-adjacent,llama,gen_1,00002,p03637 atcoder beginner contest 069 4 adjacent,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0118_p01935_Protect_from_the_enemy_attack,llama,gen_1,00002,p01935 protect from the enemy attack,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0048_1286_A._Garland,llama,gen_1,00002,1286 a garland,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0251_505_B._Mr._Kitayuta_s_Colorful_Graph,llama,gen_1,00002,505 b mr kitayuta s colorful graph,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0070_416_D._Population_Size,llama,gen_1,00002,416 d population size,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0093_958_F3._Lightsabers__hard_,llama,gen_1,00002,958 f3 lightsabers hard,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0177_878_D._Magic_Breeding,llama,gen_1,00002,878 d magic breeding,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0150_221_E._Little_Elephant_and_Shifts,llama,gen_1,00002,221 e little elephant and shifts,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0028_p01556_ConvexCut,llama,gen_1,00002,p01556 convexcut,1,1,4,1,2,398|563,0,0,4,0,0
llama/gen_1/00002/0208_p02176_Shortest_Crypt,llama,gen_1,00002,p02176 shortest crypt,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0083_725_C._Hidden_Word,llama,gen_1,00002,725 c hidden word,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0074_513_A._Game,llama,gen_1,00002,513 a game,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0172_764_A._Taymyr_is_calling_you,llama,gen_1,00002,764 a taymyr is calling you,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0010_p02896_AtCoder_Grand_Contest_039_-_Min_Product_Sum,llama,gen_1,00002,p02896 atcoder grand contest 039 min product sum,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0147_155_C._Hometask,llama,gen_1,00002,155 c hometask,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0095_p02578_AtCoder_Beginner_Contest_176_-_Step,llama,gen_1,00002,p02578 atcoder beginner contest 176 step,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0217_1139_C._Edgy_Trees,llama,gen_1,00002,1139 c edgy trees,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0260_73_F._Plane_of_Tanks,llama,gen_1,00002,73 f plane of tanks,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0191_p03686_AtCoder_Regular_Contest_076_-_Exhausted_,llama,gen_1,00002,p03686 atcoder regular contest 076 exhausted,1,1,1,1,1,398,0,0,0,1,0
llama/gen_1/00002/0176_854_A._Fraction,llama,gen_1,00002,854 a fraction,1,1,2,1,1,398,0,0,2,0,0
llama/gen_1/00002/0141_1406_C._Link_Cut_Centroids,llama,gen_1,00002,1406 c link cut centroids,1,1,3,1,2,398|786,0,2,1,0,0
llama/gen_1/00002/0134_1256_E._Yet_Another_Division_Into_Teams,llama,gen_1,00002,1256 e yet another division into teams,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0075_538_B._Quasi_Binary,llama,gen_1,00002,538 b quasi binary,1,1,1,1,1,398,0,0,1,0,0
llama/gen_1/00002/0157_388_E._Fox_and_Meteor_Shower,llama,gen_1,00002,388 e fox and meteor shower,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0056_1458_B._Glass_Half_Spilled,llama,gen_1,00002,1458 b glass half spilled,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00002/0116_p01650_Stack_Maze,llama,gen_1,00002,p01650 stack maze,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00001/0058_p01646_Dictionary,llama,gen_1,00001,p01646 dictionary,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00001/0057_p01484_Icy_Composer,llama,gen_1,00001,p01484 icy composer,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00001/0137_p00232_Life_Game,llama,gen_1,00001,p00232 life game,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00001/0190_448_B._Suffix_Structures,llama,gen_1,00001,448 b suffix structures,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00001/0071_1158_F._Density_of_subarrays,llama,gen_1,00001,1158 f density of subarrays,1,1,3,1,1,398,0,0,3,0,0
llama/gen_1/00001/0258_1443_A._Kids_Seating,llama,gen_1,00001,1443 a kids seating,1,1,0,0,0,,0,0,0,0,0
llama/gen_1/00001/0065_1027_E._Inverse_Coloring,llama,gen_1,00001,1027 e inverse coloring,1,1,1,1,1,571,0,0,1,0,0
llama/gen_1/00001/0070_1140_B._Good_String,llama,gen_1,00001,1140 b good string,1,1,2,1,1,570,0,0,2,0,0
llama/gen_1/00001/0081_1366_A._Shovels_and_Swords,llama,gen_1,00001,1366 a shovels and swords,1,1,0,0,0,,0,0,0,0,0
